start station id,start station name,start station latitude,start station longitude,start duration mean,start duration sum,start duration count,start year,start type
3196,Riverview Park,40.7443187,-74.04399090000001,1183.0162601626016,145511,123,2020,subs
3198,Heights Elevator,40.748715945380226,-74.04044330120088,1504.7603686635944,326533,217,2020,subs
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,1563.0612855007473,2091376,1338,2020,subs
3201,Dey St,40.737711,-74.066921,961.0636363636364,105717,110,2020,subs
3202,Newport PATH,40.7272235,-74.03375890000001,2146.8430420711975,1326749,618,2020,subs
3203,Hamilton Park,40.727595965999996,-74.044247311,1047.3806306306305,930074,888,2020,subs
3205,JC Medical Center,40.71653978099194,-74.0496379137039,1321.857142857143,1017830,770,2020,subs
3206,Hilltop,40.7311689,-74.0575736,871.1352459016393,212557,244,2020,subs
3207,Oakland Ave,40.7376037,-74.05247829999999,657.9010989010989,59869,91,2020,subs
3209,Brunswick St,40.7241765,-74.05065640000001,1140.1866666666667,342056,300,2020,subs
3210,Pershing Field,40.742677141,-74.051788633,1243.877659574468,233849,188,2020,subs
3211,Newark Ave,40.72152515,-74.046304543,989.6305506216696,557162,563,2020,subs
3212,Christ Hospital,40.734785818,-74.050443636,890.8484848484849,88194,99,2020,subs
3213,Van Vorst Park,40.71848892,-74.047726625,1121.712,560856,500,2020,subs
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,1223.4906367041199,326672,267,2020,subs
3220,5 Corners Library,40.73496102000952,-74.05950307846071,1007.2173913043479,115830,115,2020,subs
3225,Baldwin at Montgomery,40.7236589,-74.0641943,781.7402597402597,240776,308,2020,subs
3267,Morris Canal,40.7124188237569,-74.03852552175522,1223.8947368421052,651112,532,2020,subs
3268,Lafayette Park,40.71346382669195,-74.06285852193831,1201.8475609756097,197103,164,2020,subs
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,895.8643533123028,283989,317,2020,subs
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,756.6209912536443,259521,343,2020,subs
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,950.2253829321663,434253,457,2020,subs
3273,Manila & 1st,40.72165072487999,-74.04288411140442,1033.2483870967742,320307,310,2020,subs
3275,Columbus Drive,40.71835519823214,-74.03891444206238,915.6765432098765,370849,405,2020,subs
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,1217.8369942196532,1053429,865,2020,subs
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,1218.076923076923,95010,78,2020,subs
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,920.3292181069959,223640,243,2020,subs
3279,Dixon Mills,40.72163014263835,-74.04996782541275,531.4752851711027,139778,263,2020,subs
3280,Astor Place,40.71928220070703,-74.07126188278198,901.8273092369478,224555,249,2020,subs
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,1100.0535714285713,61603,56,2020,subs
3481,York St,40.71649,-74.04105,1025.6280193236714,212305,207,2020,subs
3483,Montgomery St,40.71942,-74.05099,777.624,194406,250,2020,subs
3638,Washington St,40.7242941,-74.0354826,1224.987041036717,567169,463,2020,subs
3639,Harborside,40.71925170000001,-74.034234,1228.5931989924434,975503,794,2020,subs
3640,Journal Square,40.733670000000004,-74.0625,799.1774193548387,99098,124,2020,subs
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,911.2245989304813,170399,187,2020,subs
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,766.8779069767442,131903,172,2020,subs
3679,Bergen Ave,40.72210378668603,-74.07145500183104,666.8546255506608,151376,227,2020,subs
3681,Grand St,40.71517767732029,-74.03768330812454,1289.1460317460317,406081,315,2020,subs
3694,Jackson Square,40.71113,-74.0789,1149.7540983606557,70135,61,2020,subs
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,1622.4217391304348,373157,230,2020,subs
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,939.4579439252336,603132,642,2020,subs
3184,Paulus Hook,40.7141454,-74.0335519,2500.1756272401435,697549,279,2019,cust
3185,City Hall,40.717732500000004,-74.04384499999999,2643.2169312169312,499568,189,2019,cust
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2147.664516129032,665776,310,2019,cust
3187,Warren St,40.721123600000006,-74.03805095,10829.572463768116,1494481,138,2019,cust
3191,Union St,40.71821129999999,-74.08363940000001,1011.0454545454545,22243,22,2019,cust
3192,Liberty Light Rail,40.711242299999995,-74.0557013,5639.811363636363,2481517,440,2019,cust
3193,Lincoln Park,40.7246050998869,-74.07840594649316,2022.8111111111111,182053,90,2019,cust
3194,McGinley Square,40.7253399253558,-74.06762212514876,946.1147540983607,57713,61,2019,cust
3195,Sip Ave,40.73089709786179,-74.06391263008119,1224.7905759162304,233935,191,2019,cust
3196,Riverview Park,40.7443187,-74.04399090000001,1459.3392857142858,81723,56,2019,cust
3198,Heights Elevator,40.748715945380226,-74.04044330120088,2738.3898305084745,161565,59,2019,cust
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2650.8333333333335,827060,312,2019,cust
3201,Dey St,40.737711,-74.066921,1169.7777777777778,31584,27,2019,cust
3202,Newport PATH,40.7272235,-74.03375890000001,1871.358870967742,464097,248,2019,cust
3203,Hamilton Park,40.727595965999996,-74.044247311,1932.947867298578,407852,211,2019,cust
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2070.058510638298,389171,188,2019,cust
3206,Hilltop,40.7311689,-74.0575736,1377.311475409836,84016,61,2019,cust
3207,Oakland Ave,40.7376037,-74.05247829999999,917.9558823529412,62421,68,2019,cust
3209,Brunswick St,40.7241765,-74.05065640000001,1475.48,147548,100,2019,cust
3210,Pershing Field,40.742677141,-74.051788633,30579.0843373494,2538064,83,2019,cust
3211,Newark Ave,40.72152515,-74.046304543,2259.3237410071943,314046,139,2019,cust
3212,Christ Hospital,40.734785818,-74.050443636,1177.8139534883721,50646,43,2019,cust
3213,Van Vorst Park,40.71848892,-74.047726625,1678.6373626373627,152756,91,2019,cust
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,4220.04347826087,291183,69,2019,cust
3220,5 Corners Library,40.73496102000952,-74.05950307846071,3353.6666666666665,90549,27,2019,cust
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2193.08,219308,100,2019,cust
3267,Morris Canal,40.7124188237569,-74.03852552175522,3102.1739130434785,499450,161,2019,cust
3268,Lafayette Park,40.71346382669195,-74.06285852193831,1153.5238095238096,72672,63,2019,cust
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,1624.4324324324325,120208,74,2019,cust
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3169.9117647058824,215554,68,2019,cust
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,1986.4558823529412,135079,68,2019,cust
3273,Manila & 1st,40.72165072487999,-74.04288411140442,4935.142857142857,345460,70,2019,cust
3275,Columbus Drive,40.71835519823214,-74.03891444206238,1406.8222222222223,189921,135,2019,cust
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,1983.594982078853,553423,279,2019,cust
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,4336.547169811321,229837,53,2019,cust
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,1465.8125,70359,48,2019,cust
3279,Dixon Mills,40.72163014263835,-74.04996782541275,1698.358208955224,113790,67,2019,cust
3280,Astor Place,40.71928220070703,-74.07126188278198,1371.5,79547,58,2019,cust
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,1032.5,45430,44,2019,cust
3481,York St,40.71649,-74.04105,5933.568627450981,302612,51,2019,cust
3483,Montgomery St,40.71942,-74.05099,1350.5581395348838,58074,43,2019,cust
3638,Washington St,40.7242941,-74.0354826,1913.8445595854923,369372,193,2019,cust
3639,Harborside,40.71925170000001,-74.034234,2181.2550143266476,761258,349,2019,cust
3640,Journal Square,40.733670000000004,-74.0625,8184.566666666667,491074,60,2019,cust
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,1094.08,27352,25,2019,cust
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,798.8205128205128,31154,39,2019,cust
3679,Bergen Ave,40.72210378668603,-74.07145500183104,1849.18,92459,50,2019,cust
3681,Grand St,40.71517767732029,-74.03768330812454,1902.6666666666667,194072,102,2019,cust
3694,Jackson Square,40.71113,-74.0789,13377.0,280917,21,2019,cust
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,7471.630434782609,343695,46,2019,cust
3184,Paulus Hook,40.7141454,-74.0335519,4119.645305514158,2764282,671,2020,cust
3185,City Hall,40.717732500000004,-74.04384499999999,3018.5415549597856,1125916,373,2020,cust
3186,Grove St PATH,40.71958611647166,-74.0431174635887,3339.2110778443116,2230593,668,2020,cust
3187,Warren St,40.721123600000006,-74.03805095,2553.9184652278177,1064984,417,2020,cust
3191,Union St,40.71821129999999,-74.08363940000001,3600.9867549668875,543749,151,2020,cust
3192,Liberty Light Rail,40.711242299999995,-74.0557013,3841.7376509330406,6999646,1822,2020,cust
3193,Lincoln Park,40.7246050998869,-74.07840594649316,6772.347517730496,3819604,564,2020,cust
3194,McGinley Square,40.7253399253558,-74.06762212514876,1921.2331288343557,313161,163,2020,cust
3195,Sip Ave,40.73089709786179,-74.06391263008119,4635.245033112583,1399844,302,2020,cust
3196,Riverview Park,40.7443187,-74.04399090000001,3201.786666666667,480268,150,2020,cust
3198,Heights Elevator,40.748715945380226,-74.04044330120088,8322.0,2421702,291,2020,cust
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2708.879146919431,3429441,1266,2020,cust
3201,Dey St,40.737711,-74.066921,3397.3076923076924,309155,91,2020,cust
3202,Newport PATH,40.7272235,-74.03375890000001,2621.7085714285713,1376397,525,2020,cust
3203,Hamilton Park,40.727595965999996,-74.044247311,3086.516129032258,2487732,806,2020,cust
3205,JC Medical Center,40.71653978099194,-74.0496379137039,3190.918322295806,1445486,453,2020,cust
3206,Hilltop,40.7311689,-74.0575736,1972.718309859155,420189,213,2020,cust
3207,Oakland Ave,40.7376037,-74.05247829999999,2776.7596153846152,288783,104,2020,cust
3209,Brunswick St,40.7241765,-74.05065640000001,2583.0985915492956,366800,142,2020,cust
3210,Pershing Field,40.742677141,-74.051788633,3318.553488372093,713489,215,2020,cust
3211,Newark Ave,40.72152515,-74.046304543,6286.776119402985,2106070,335,2020,cust
3212,Christ Hospital,40.734785818,-74.050443636,2259.8611111111113,162710,72,2020,cust
3213,Van Vorst Park,40.71848892,-74.047726625,3220.34219269103,969323,301,2020,cust
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,4166.1366459627325,670748,161,2020,cust
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2696.4716981132074,285826,106,2020,cust
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2532.252100840336,602676,238,2020,cust
3267,Morris Canal,40.7124188237569,-74.03852552175522,3023.2573839662446,1433024,474,2020,cust
3268,Lafayette Park,40.71346382669195,-74.06285852193831,5025.3451776649745,989993,197,2020,cust
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,1628.945652173913,149863,92,2020,cust
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,2682.936170212766,378294,141,2020,cust
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3924.0,686700,175,2020,cust
3273,Manila & 1st,40.72165072487999,-74.04288411140442,4123.260663507109,870008,211,2020,cust
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2716.6419437340155,1062207,391,2020,cust
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2900.644781144781,1722983,594,2020,cust
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,4710.722826086957,866773,184,2020,cust
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3212.6794871794873,250589,78,2020,cust
3279,Dixon Mills,40.72163014263835,-74.04996782541275,4947.229885057472,430409,87,2020,cust
3280,Astor Place,40.71928220070703,-74.07126188278198,3603.8306451612902,446875,124,2020,cust
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,2487.7833333333333,298534,120,2020,cust
3481,York St,40.71649,-74.04105,2526.9117647058824,429575,170,2020,cust
3483,Montgomery St,40.71942,-74.05099,1891.0326797385621,289328,153,2020,cust
3638,Washington St,40.7242941,-74.0354826,2705.9744680851063,1271808,470,2020,cust
3639,Harborside,40.71925170000001,-74.034234,3174.806404657933,2181092,687,2020,cust
3640,Journal Square,40.733670000000004,-74.0625,4740.6,355545,75,2020,cust
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,1986.5283018867924,105286,53,2020,cust
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,16581.41121495327,1774211,107,2020,cust
3679,Bergen Ave,40.72210378668603,-74.07145500183104,16169.614457831325,1342078,83,2020,cust
3681,Grand St,40.71517767732029,-74.03768330812454,3750.255520504732,1188831,317,2020,cust
3694,Jackson Square,40.71113,-74.0789,2960.7662337662337,455958,154,2020,cust
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2524.8616504854367,1040243,412,2020,cust
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3814.6589229144665,3612482,947,2020,cust
